"Début d'événement";"Type d'événement";"Lieu de l'événement";"Nom Organisme";"Type d'organisme";"Identifiant";"Style";"Categorie";"Genre";"Titre";"Texte Début";"Texte Milieu";"Texte Fin";"Commune";"Département";"Code INSEE";"Code Postal";"Coordonnées GPS";"Date Modification";"Jour Min";"Jour Max";"Tarif Mention Payant";"Tarif Général";"Tarif Réduit";"Tarif Autre";"Photo 1 Légende";"Photo 1 Crédit";"Photo 2 Légende";"Photo 2 Crédit";"Photo 3 Légende";"Photo 3 Crédit";"Age Minimum";"Liens Vidéos"
"2017-01-22";"Randonnée";"44/Rezé";"association Tourisme et loisirs";"Association";"5407052";"Loisirs et sports";"Sport";"Randonnée pédestre";"Randonnée pédestre";"";"Covoiturage avec participation. Randonnée à Vertou, chaussée aux Moines. Organisée par l'association Tourisme et loisirs.";"Dimanche 22 janvier, 13h15, Parking gare de Pont-Rousseau, Rezé. Contact et réservation : 02 40 75 91 17, tourisme.loisirs@wanadoo.fr, www.tourismeloisirs44.fr";"Rezé";"44";"44143";"44400";"47.18474, -1.54608";"2017-01-03";"2017-01-22";"2017-01-22";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-20";"Spectacle";"44/Nantes";"théâtre Beaulieu, compagnie Même pas cap";"Association";"5236176";"Concerts, spectacles";"Autres scènes";"Théâtre";"« Panique au Plazza » de Ray Cooney, compagnie Même pas cap";"Théâtre.";"Vaudeville de chez vaudeville, avec ses classiques portes et fenêtres qui claquent, ses mensonges à tiroir, ses penderies de secours, Panique au Plazza vous oblige à renoncer à tout bon sens. Un moment de pure folie à déguster sans modération.";"Vendredi 20 janvier, 20h45, samedi 21 janvier, 18h et 20h45, dimanche 22 janvier, 15h45, Théâtre Beaulieu, 9, boulevard Vincent-Gâche, Nantes. Tarif 16€. Contact : 02 49 10 63 10, contact@theatrebeaulieu.fr, www.theatrebeaulieu.fr";"Nantes";"44";"44109";"44000";"47.20642, -1.542222";"2017-01-03";"2017-01-20";"2017-01-22";"oui";"16";"";"";"Panique au Plazza de Ray Cooney";"Cie ""Même Pas Cap""";"";"";"";"";"";""
"2016-09-23";"Atelier, activité de loisirs";"44/Nantes";"théâtre Beaulieu, compagnie Même pas cap";"Association";"5165988";"Loisirs et sports";"Atelier, activité de loisirs";"Atelier théâtre";"Atelier théâtre";"";"Les inscriptions pour la nouvelle saison des ateliers Même pas cap sont lancées. Au programme : un nouveau concept pour les ateliers théâtre et la mise en place d'un atelier chorale. Animés par des comédiens et une professeure de chant professionnels.";"Du vendredi 23 septembre 2016 au dimanche 18 juin 2017, 15h à 17h et 20h à 22h, Théâtre Beaulieu, 9, boulevard Vincent-Gâche, Nantes. Payant. Contact et réservation : 02 49 10 63 10, contact@theatrebeaulieu.fr, www.theatrebeaulieu.fr";"Nantes";"44";"44109";"44000";"47.20642, -1.542222";"2016-07-05";"2016-09-23";"2017-06-18";"oui";"";"";"";"Les ateliers ""Même Pas Cap""";"Cie ""Même Pas Cap""";"";"";"";"";"";""
"2016-09-21";"Atelier, activité de loisirs";"44/Paulx";"Billard loisir de Paulx";"Équipement à but non lucratif (culture, sport et loisir)";"5260605";"Loisirs et sports";"Atelier, activité de loisirs";"Autre";"Billard loisir de Paulx";"";"Reprise des activités depuis le 5 septembre, tous les lundis et mercredis de 18 h 30 à 21 h.";"Du mercredi 21 septembre 2016 au mercredi 28 juin 2017, 18h30, Salle de l'ancien presbytère, Paulx. Tarif 70 € l'année, 2 € la soirée. Contact et réservation : 06 18 28 47 55.";"Paulx";"44";"44119";"44270";"46.96131, -1.755";"2016-09-19";"2016-09-21";"2017-06-28";"oui";"";"";"70 € l'année, 2 € la soirée";"L'équipe du billard loisir de Paulx";"";"";"";"";"";"";""
"2016-09-14";"Atelier, activité de loisirs";"44/Rezé";"Semences d'harmonie";"Association";"5244871";"Loisirs et sports";"Atelier, activité de loisirs";"Autre";"Cours de yoga pour enfants";"";"Un atelier ludique et créatif faisant appel à l'imaginaire pour développer une conscience de soi, de son corps, une détente et un bien-être en se familiarisant avec la respiration et la relaxation. Pour les 7 - 12 ans. Séance d'essai gratuite.";"Du mercredi 14 septembre 2016 au mercredi 28 juin 2017, 14h, Salle du Seil, 5, allée de Provence, Rezé. Payant. Contact et réservation : 06 64 03 57 01, juliefaverot@yahoo.fr, www.juliefaverot.fr";"Rezé";"44";"44143";"44400";"47.18523, -1.556994";"2016-09-08";"2016-09-14";"2017-06-28";"oui";"";"";"";"";"";"";"";"";"";"";""
"2017-01-21";"Dédicace";"44/Prinquiau";"Communauté de communes Loire et Sillon";"Administration, service public, parapublic";"5410223";"Voir visiter";"Dédicace, animation autour d'un livre";"Livre, lecture publique...";"Matinée sophrologie - bibliothèque";"";"Faites une pause et découvrez la sophrologie, technique inspirée du yoga, de la relaxation et de la méditation. Séance de découverte gratuite de la sophrologie et présentation de livres sur la relaxation, le bien-être. Ouvert à tous. Organisé en partenariat avec l'Amicale Laïque.";"Samedi 21 janvier, 10h, Prinquiau. Réservation : 02 28 01 76 72.";"Prinquiau";"44";"44137";"44260";"47.36224, -2.01057";"2017-01-06";"2017-01-21";"2017-01-21";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-22";"Election";"44/Divatte-sur-Loire";"section Loire Divatte";"Syndicat, parti politique";"5419384";"Réunions formations cérémonies";"Élections";"Élection présidentielle";"Élection présidentielle";"";"Primaires citoyennes organisées par le Parti Radical de Gauche, l'Union des Démocrates et des Écologistes, le Front Démocrate, le Parti Écologiste et le Parti Socialiste. Pour voter, se munir d'une pièce d'identité et 1 €.";"Dimanche 22, dimanche 29 janvier, 9h à 19h, Maison des associations, salle 2, 30, rue du Calvaire, Divatte-sur-Loire.";"Divatte-sur-Loire";"44";"44029";"44450";"47.27229, -1.33762";"2017-01-17";"2017-01-22";"2017-01-29";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-05";"Exposition, musée";"44/Les Moutiers-en-Retz";"Ville des Moutiers-en-Retz";"Mairie";"5402709";"Voir visiter";"Exposition, musée";"Exposition";"Cours de sculpture-modelage";"Exposition.";"Cours de sculpture-Modelage tous niveaux dispensés par Patricia Arnaud.";"Jeudi 5, jeudi 19 janvier, jeudi 2 février, 14h à 17h, Salle d'exposition, 13, place de l'Église-Madame, Les Moutiers-en-Retz. Contact : 06 19 48 13 25.";"Les Moutiers-en-Retz";"44";"44106";"44760";"47.06362, -2.000767";"2016-12-29";"2017-01-05";"2017-02-02";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-21";"Formation, vie scolaire, concours";"44/Derval";"Corres. Ouest-France Isabelle VILAIN";"autre";"5426322";"Réunions formations cérémonies";"Formation, vie scolaire, examens, concours";"Vie scolaire (inscriptions...)";"Portes ouvertes au collège Saint Joseph";"";"Pour les inscriptions, prendre rendez-vous auprès du secrétariat du Collège. Visite du collège lors de la porte ouverte.";"Samedi 21 janvier, 9h à 12h, Collège Saint Joseph, 19, rue de Rennes, Derval. Contact : 02 40 07 71 47.";"Derval";"44";"44051";"44590";"47.66867, -1.673012";"2017-01-16";"2017-01-21";"2017-01-21";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-21";"Repas, soirée";"44/Saint-Nazaire";"Association des anciens de Kerlédé La Trébale";"Association";"5413982";"Loisirs et sports";"Repas soirée";"Repas de club";"Repas de club";"";"L'Amical club des anciens de Kerlédé-La Trébale organise son repas dansant.";"Samedi 21 janvier, 12h, Salle Pagnol à La Trébale, route des Fréchets, Saint-Nazaire. Payant. Inscription avant le 17 janvier. Contact : 09 82 53 53 63, 06 65 69 14 25.";"Saint-Nazaire";"44";"44184";"44600";"47.26096, -2.245174";"2017-01-09";"2017-01-21";"2017-01-21";"oui";"";"";"";"";"";"";"";"";"";"";""
"2017-01-21";"Sport";"44/Blain";"Blain volley-ball";"Association";"5424528";"Loisirs et sports";"Sport";"Autre";"Volley-ball";"";"Cadets Blain contre Saint-Barthélémy-d’Anjou.";"Samedi 21 janvier, 14h30, Salle Jean-Hervy, Blain.";"Blain";"44";"44015";"44130";"47.47391, -1.857699";"2017-01-16";"2017-01-21";"2017-01-21";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-21";"Atelier, activité de loisirs";"44/Rezé";"la Ressourcerie de l'île";"Association";"5421584";"Loisirs et sports";"Atelier, activité de loisirs";"Activité manuelle";"Création de luminaire à la Ressourcerie de l’île";"";"La Ressourcerie de l’île propose un atelier collaboratif pour créer son luminaire à partir d’objets du réemploi et apprendre les bases de l’électricité domestique. Le matériel sera fourni sur place. Il est également possible d’apporter un objet insolite ou de piocher dans les trésors de la boutique.";"Samedi 21 janvier, 14h à 17h, La Ressourcerie de l’île, 90, rue de la Basse-Île, Rezé. Tarif 16€, réduit 11€, autre : + 5 € d’adhésion/Tarif réduit réservé aux étudiants et bénéficiaires minima sociaux. Réservation : 06 38 57 14 95, ateliers@laressourceriedelile.com, https://www.weezevent.com/mise-en-lumiere-atelier-de-la-boite-a-outils-2";"Rezé";"44";"44143";"44400";"47.1963, -1.564492";"2017-01-13";"2017-01-21";"2017-01-21";"oui";"16";"11";"+ 5 € d’adhésion/Tarif réduit réservé aux étudiants et bénéficiaires minima sociaux";"Atelier luminaire";"La Ressourcerie de l'île";"";"";"";"";"";""
"2017-01-21";"Animation jeunes";"44/Rezé";"compagnie Transversale";"Association";"5360318";"Loisirs et sports";"Animation loisirs jeunes";"Animation";"La Cie Transversale et Camping Sauvage";"Stages Maskafrika 10-16 ans - création de masques géants.";"4 après-midi pour réaliser, en binôme, un masque africain géant, et pour participer au tournage d'un petit clip pour annoncer le Printemps des Poètes, prévu pour le 1er weekend de mars. Pour finir, une parade des grands masques, pour l'ouverture du festival.";"Samedi 21, samedi 28 janvier, samedi 4 février, 14h à 18h, Kaïros, 3, place Saint-Pierre, Rezé. Tarif 10 € la séance ou 40 € les 5 stages + adhésion à l'association (10 euros). Inscription avant le 11 janvier. Contact : 09 52 46 79 63, contact.transversale@gmail.com, https://www.facebook.com/CompagnieTransversale/";"Rezé";"44";"44143";"44400";"47.18474, -1.54608";"2016-12-20";"2017-01-21";"2017-02-04";"oui";"";"";"10 € la séance ou 40 € les 5 stages + adhésion à l'association (10 euros)";"Cie Transversale";"";"Camping Sauvage";"";"Ateliers ""Maskafrika""";"";"";""
"2017-01-20";"Concert";"44/Nantes";"Zyria";"Association";"5425598";"Concerts, spectacles";"Concert, spectacle musical";"Jazz";"Dafiméris";"Jazz.";"Compositions originales influencées par les musiques des Balkans, le tango argentin et le jazz. Mené à l'accordéon par Marc Desaneaux et à la flûte traversière par Laure Ducos.";"Vendredi 20 janvier, 21h, L'Art-Scène, 19, rue du Château, Nantes. Gratuit. Contact : dafimeris@gmail.com, http://www.mupiz.com/dafimeris";"Nantes";"44";"44109";"44000";"47.21605, -1.552385";"2017-01-16";"2017-01-20";"2017-01-20";"non";"";"";"";"Dafiméris";"";"";"";"";"";"";""
"2017-01-21";"Repas, soirée";"44/Trignac";"Rétro Bus Nazairiens";"Association";"5360661";"Loisirs et sports";"Repas soirée";"Autre";"Repas/Sortie en bus musée";"";"Repas annuel au restaurant « Chez Arnold’s ». Chaque participant devra s’acquitter de son repas, consommations et du ticket bus pour la sortie suivant le restaurant. Départ parking du Théâtre à 19 h 15 vers St-Brévin. Tarif sortie bus musée : adhérents, 2 €/Non adhérents, 4 €.";"Samedi 21 janvier, 18h45, Mairie de Trignac - Arrêt Hélyce/C1, rue de la mairie, Trignac. Tarif 4€, réduit 2€, autre : Gratuit : - de 8 ans. Inscription avant le 13 janvier. Contact : 06 17 68 25 12, contact@retrobus-nazairiens.fr, www.retrobus-nazairiens.fr";"Trignac";"44";"44210";"44570";"47.31756, -2.188222";"2016-11-29";"2017-01-21";"2017-01-21";"oui";"4";"2";"Gratuit : - de 8 ans";"Bus musée - PR112 n°358";"© RBN 2016 - Tous droits réservés";"";"";"";"";"6";""
"2017-01-21";"Religion";"44/Blain";"paroisse Notre-Dame-de-la-Paix-sur-Isac, centre paroissial";"Institution religieuse";"5401191";"Réunions formations cérémonies";"Cérémonie, commémoration, religions";"Messe";"Messe";"";"Samedi, à 18 h 30, église de Saint-Émilien-de-Blain. Dimanche, 9 h 30, église de Saint Omer de Blain à 11 h, église Saint Laurent Blain et église Saint Nicolas Héric.";"Samedi 21, dimanche 22 janvier, Paroisse Notre-Dame-de-la-Paix-sur-Isac, Blain. Contact : 02 40 79 00 58, secteur.blain@wanadoo.fr, http://www.notredamedelapaixsurisac.fr";"Blain";"44";"44015";"44130";"47.47391, -1.857699";"2016-12-28";"2017-01-21";"2017-01-22";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-21";"Acheter, chiner";"44/La Montagne";"Secours Populaire";"Association";"5425287";"Acheter, chiner";"Braderie";"Braderie";"Grande braderie";"";"Organisée par le comité du Secours Populaire. Ouverte à tous, vente de vêtements, objets divers, petits meubles, livres, jouets, etc. L’argent récolté servira à améliorer les colis alimentaires.";"Samedi 21 janvier, 9h à 16h, Secours Populaire, 2, rue Jules-Verne, La Montagne. Gratuit. Contact : 02 40 65 61 89.";"La Montagne";"44";"44101";"44620";"47.19046, -1.68586";"2017-01-16";"2017-01-21";"2017-01-21";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-15";"Religion";"44/Guémené-Penfao";"paroisse Sainte-Anne";"Institution religieuse";"5415146";"Réunions formations cérémonies";"Cérémonie, commémoration, religions";"Messe";"Messe";"";"Dimanche, messe à 10 h 30, suivie de la galette des Rois dans l’église de Guémené-Penfao. Vendredi, messe à 9 h 30 à Guémené-Penfao.";"Dimanche 15, vendredi 20 janvier, Guémené-Penfao.";"Guémené-Penfao";"44";"44067";"44290";"47.62833, -1.822837";"2017-01-11";"2017-01-15";"2017-01-20";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-20";"Horaire, permanence";"44/Nantes";"Conseil départemental de Loire-Atlantique";"Administration, service public, parapublic";"5390395";"Vie quotidienne";"Horaires, ouverture, permanence";"Permanence";"Samuel Landier, conseiller départemental de Loire-Atlantique, canton de Rezé 2";"Permanence. Vendredi 20 janvier 2017, 15h à 17h, Délégation Nantes Germaine-Tillon, 26, boulevard Victor-Hugo, Nantes. Inscription avant le 16 janvier. Contact : 02 40 99 03 44, marilou.cadoret@loire-atlantique.fr";"";"";"Nantes";"44";"44109";"44000";"47.20322, -1.551263";"2016-12-19";"2017-01-20";"2017-01-20";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-21";"Concert";"44/Nantes";"Trafic d'airs";"Association";"5385880";"Concerts, spectacles";"Concert, spectacle musical";"Chanson";"Clarika Superwoman par Trafic d’airs";"";"Clarika est une de nos artistes favorites. Elle a donné des chansons fortes comme « Les garçons dans les vestiaires » ou « Bien mérité ». L’invention, l’humour et la sensibilité de ses textes touchent. Trafic d’airs les interprète avec un combo mêlant piano, accordéon, violoncelle, guitares et percu";". Samedi 21 janvier, 21h, dimanche 22 janvier, 16h, Le Dix, 10, place des Garennes, Nantes. Payant. Contact et réservation : 06 28 23 70 96, info@traficdairs.com, www.traficdairs.com";"Nantes";"44";"44109";"44000";"47.20235, -1.578006";"2016-12-22";"2017-01-21";"2017-01-22";"oui";"";"";"";"visuel affiche";"Alexandra Marion";"";"";"";"";"";""
"2017-01-21";"Jeux, concours";"44/Sainte-Pazanne";"Apel du collège Sacré-Cœur";"Association";"5406927";"Loisirs et sports";"Jeux, concours, rallye";"Loto";"Loto";"";"Organisé par l’Apel du collège Sacré-Cœur. 1500 € de lots à gagner : bon d’achat 300 €, cafetière Nespresso, bon d’achat voyage, 1 VTC, entrées Puy-du-Fou, etc. Sur place, crêpes, boissons, bonbons, gâteaux.";"Samedi 21 janvier, 20h, Salle Escale-de-Retz, Sainte-Pazanne. Tarif 4 € la carte, 16 € les 5, 20 € les 7.";"Sainte-Pazanne";"44";"44186";"44680";"47.09764, -1.813518";"2017-01-03";"2017-01-21";"2017-01-21";"oui";"";"";"4 € la carte, 16 € les 5, 20 € les 7";"Loto à Sainte-Pazanne 21 janvier 20107";"";"";"";"";"";"";""
"2017-01-21";"Sport";"44/La Chapelle-Launay";"ESCL basket";"Association";"5429514";"Loisirs et sports";"Sport";"Mémento sportif";"ESCL basket";"Mémento sportif.";"Samedi, mini-poussines débutantes contre Blain à 11 h ; benjamines contre Malville à 13 h 30 ; benjamins contre Grandchamp-des-Fontaines à 15 h ; poussins contre le Gâvre à 16 h 30 ; juniors contre Sillon Basket à 18 h. À l’extérieur, mini-poussins débutants à Campbon départ à 12 h 45 ; poussines aux Fréchets-Saint-Nazaire départ à 14 h ; minimes à Malville départ à 15 h 30. Dimanche, seniors contre Escoublac à 15 h 30. Extérieur : cadets à ASPTT Nantes départ à 9 h 45.";"Samedi 21, dimanche 22 janvier, Salle des sports, La Chapelle-Launay.";"La Chapelle-Launay";"44";"44033";"44260";"47.37229, -1.9716";"2017-01-18";"2017-01-21";"2017-01-22";"non";"";"";"";"";"";"";"";"";"";"";""
"2016-12-19";"Ordure, déchet";"44/La Baule-Escoublac";"Cap Atlantique";"Administration, service public, parapublic";"5351973";"Vie quotidienne";"Collecte ordures, déchèterie, balayage";"Collecte (cartons et journaux, ordures, ferraille, verre…)";"Collecte en porte-à-porte des déchets verts";"";"Service interrompu pendant cette période. Reprise de la collecte le 23 janvier 2017. Possibilité de déposer les végétaux dans les déchetteries les plus proches, La Baule-Escoublac, Guérande, Le Pouliguen, ainsi qu’à la station de broyage de Livery-Guérande.";"Du lundi 19 décembre 2016 au dimanche 22 janvier 2017, Secteur B, La Baule-Escoublac. Contact : 02 51 76 96 16, www.cap-atlantique.fr";"La Baule-Escoublac";"44";"44055";"44500";"47.29473, -2.35991";"2016-11-21";"2016-12-19";"2017-01-22";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-20";"Horaire, permanence";"44/Petit-Mars";"Ogec de l'école Sainte-Marie";"Association";"5411052";"Vie quotidienne";"Horaires, ouverture, permanence";"Permanence";"École Sainte-Marie : inscriptions rentrée septembre 2017";"Permanence.";"Réunion d’information à l’issue de laquelle vous pourrez procéder à l’inscription de votre ou vos enfants. Apporter le livret de famille et le carnet de santé de l’enfant. En dehors de ces horaires, prendre rendez-vous au 02 40 72 75 13.";"Vendredi 20 janvier, 18h30, École Sainte-Marie, Petit-Mars. Contact : 02 40 72 75 13, contact@ecolesaintemarie-pm.fr, www.ecolesaintemarie-pm.fr";"Petit-Mars";"44";"44122";"44390";"47.39542, -1.454685";"2017-01-05";"2017-01-20";"2017-01-20";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-19";"Atelier, activité de loisirs";"44/Ancenis";"Amicale des retraités d'Ancenis (Amira)";"Association";"5424446";"Loisirs et sports";"Atelier, activité de loisirs";"Autre";"Amicale des retraités d'Ancenis (Amira)";"Inscriptions au cours d’informatique débutants.";"Cours par groupe de 6 personnes donnés par une formatrice professionnelle. Il manque 3 personnes pour constituer un groupe de débutants.";"Jeudi 19, jeudi 26 janvier, Foyer Marie Layraud, 60, avenue Robert-Schuman, Ancenis. Payant. Contact : 02 40 83 07 91, 06 62 08 45 06, amira.secretariat@orange.fr";"Ancenis";"44";"44003";"44150";"47.36615, -1.17599";"2017-01-16";"2017-01-19";"2017-01-26";"oui";"";"";"";"";"";"";"";"";"";"";""
"2017-01-21";"Repas, soirée";"44/La Baule-Escoublac";"Ville de la Baule-Escoublac";"Mairie";"5376278";"Loisirs et sports";"Repas soirée";"Autre";"Repas des aînés";"";"Inscriptions les 15, 16 et 19 décembre au CCAS - 7, avenue O-Guichard et dans les mairies du Guézy et d'Escoublac. Se munir d'une carte d'identité et d'un justificatif de domicile. Réservé aux baulois âgés de 71 ans et +.";"Samedi 21 janvier 2017, 12h, Place des Salines, Salle des Floralies, La Baule-Escoublac. Gratuit. Contact : 02 51 75 75 30.";"La Baule-Escoublac";"44";"44055";"44500";"47.28692, -2.391378";"2016-12-07";"2017-01-21";"2017-01-21";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-22";"Randonnée";"44/Saint-Brevin-les-Pins";"Les Amis des sentiers de l'Immaculée";"Association";"5423727";"Loisirs et sports";"Sport";"Randonnée pédestre";"Randonnée pédestre";"";"Randonnée de 11 km organisée par les Amis des sentiers. Pour le covoiturage, rendez-vous à 9 h sur le parking de Décathlon (côté banque et fleuriste).";"Dimanche 22 janvier, 9h30, Au bout de l'avenue des pierres couchées, Saint-Brevin-les-Pins. Tarif 2 € pour les non-adhérents. Contact : 06 80 14 08 38.";"Saint-Brevin-les-Pins";"44";"44154";"44250";"47.24724, -2.16672";"2017-01-16";"2017-01-22";"2017-01-22";"oui";"";"";"2 € pour les non-adhérents";"";"";"";"";"";"";"";""
"2017-01-20";"Réunion, assemblée";"44/Sainte-Anne-sur-Brivet";"AACB Association des artisans et commerçants brivetains";"Association";"5426756";"Réunions formations cérémonies";"Réunions, conseils, assemblées générales";"Assemblée générale";"Association des artisans et commerçants brivetains";"Assemblée générale.";"Ouverte à tous.";"Vendredi 20 janvier, 20h30, Salle polyvalente, Sainte-Anne-sur-Brivet.";"Sainte-Anne-sur-Brivet";"44";"44152";"44160";"47.45962, -2.00598";"2017-01-17";"2017-01-20";"2017-01-20";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-21";"Religion";"44/Ancenis";"paroisse Sainte-Marie-en-Pays-d'Ancenis";"Institution religieuse";"5425252";"Réunions formations cérémonies";"Cérémonie, commémoration, religions";"Messe";"Messe";"";"Samedi à 18 h, église d’Ancenis. Dimanche à 9 h, église de Pouillé-les-Coteaux et à 11 h église d’Ancenis.";"Samedi 21, dimanche 22 janvier, Paroisse Sainte-Marie en pays d’Ancenis, Ancenis.";"Ancenis";"44";"44003";"44150";"47.36615, -1.17599";"2017-01-16";"2017-01-21";"2017-01-22";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-19";"Spectacle";"44/Nantes";"le théâtre de Jeanne";"Équipement à but non lucratif (culture, sport et loisir)";"5118913";"Concerts, spectacles";"Autres scènes";"Humour";"La femme est le meilleur ami de l’homme";"Humour.";"Victor est déprimé. Lorsque l’excentrique Martine, qu’il ne connaît pas, débarque chez lui à l’improviste comme une tornade parce sa voyante lui a dit qu’il était l’homme de sa vie, Victor n’est pas au bout de ses surprises. Une comédie qui flirte avec une romance décalée.";"Jeudi 19, vendredi 20 janvier, 20h30, Le théâtre de Jeanne, 5, rue des Salorges, Nantes. Tarif 20€, autre : 12 € étudiants et demandeurs d’emploi, sauf les vendredis et samedis. Contact et réservation : 06 99 10 76 05, resa.theatredejeanne@gmail.com, www.theatre-jeanne.com";"Nantes";"44";"44109";"44000";"47.2046, -1.575567";"2016-06-01";"2017-01-19";"2017-01-20";"oui";"20";"";"12 € étudiants et demandeurs d’emploi, sauf les vendredis et samedis";"La Femme est le meilleur ami de l'Homme";"";"Victor et Martine";"";"Humour et romance";"";"";""
"2017-01-22";"Spectacle";"44/Nantes";"la compagnie du Café-Théâtre";"Équipement à but non lucratif (culture, sport et loisir)";"5385132";"Concerts, spectacles";"Autres scènes";"Café-théâtre";"En... Chantez Monsieur Trenet";"Café-théâtre.";"Vincent Vaccaro présente un nouveau spectacle musical sautillant qui revisite avec tendresse le répertoire du « fou chantant ».";"Dimanche 22 janvier, 17h30, La compagnie du Café-Théâtre, 6, rue des Carmélites, Nantes. Tarif 15€, réduit 10€. Contact et réservation : 02 40 89 65 01, infos@lacompagnieducafetheatre.fr, http://www.nantes-spectacles.com/cie837-enchantez-trenet.html";"Nantes";"44";"44109";"44000";"47.21656, -1.551213";"2016-12-21";"2017-01-22";"2017-01-22";"oui";"15";"10";"";"";"";"";"";"";"";"";""
"2017-01-20";"Atelier, activité de loisirs";"44/Carquefou";"Alac, association de loisirs et d'animation de Carquefou";"Association";"5394218";"Loisirs et sports";"Atelier, activité de loisirs";"Autre";"Stage informatique de 5 séances";"";"Création de site web, animations visuelles : pêle-mêle de photos, diaporamas, montages vidéo, création et gestion d’une page Facebook, gestion des contacts et adresses mails, partage et sauvegarde des fichiers. Le programme peut évoluer en fonction des besoins de chacun.";"Du vendredi 20 janvier au vendredi 3 mars 2017, 18h30 à 20h30, Institut de la Charmelière, Carquefou. Payant. Contact et réservation : 02 40 52 64 68, alac@alac.asso.fr, www.alac.asso.fr";"Carquefou";"44";"44026";"44470";"47.2968, -1.492255";"2016-12-21";"2017-01-20";"2017-03-03";"oui";"";"";"";"";"";"";"";"";"";"";""
"2016-10-06";"Horaire, permanence";"44/Nantes";"Astrée";"Association";"5289902";"Vie quotidienne";"Horaires, ouverture, permanence";"Permanence";"Astrée";"Permanence.";"Astrée, association reconnue d'utilité publique propose un soutien relationnel régulier aux personnes fragilisées, recherche des bénévoles pour participer au bon fonctionnement de l'association (permanences, conduite d'entretiens, accueil du public, communication...) Formation et encadrement.";"Jusqu'au vendredi 3 novembre 2017, 9h à 12h30 et 13h30 à 17h, Nantes. Contact et réservation : 02 28 08 05 82, 06 21 49 60 64, nantes@astree.asso.fr, www.astree.asso.fr";"Nantes";"44";"44109";"44000";"47.21684, -1.55674";"2016-10-07";"2016-10-06";"2017-11-03";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-21";"Atelier, activité de loisirs";"44/Saint-Julien-de-Concelles";"centre socioculturel Loire-Divatte";"Association";"5384452";"Loisirs et sports";"Atelier, activité de loisirs";"Autre";"Repair café";"";"Ouvert à tous. Chacun peut venir réparer un objet avec le soutien de bénévoles bricoleurs, cela évite de jeter quelque chose qui peut encore être utile. L’équipe recherche des bénévoles bricoleurs.";"Samedi 21 janvier, 9h30 à 12h30, Centre socioculturel Loire-Divatte, 2, route Félix-Praud, Saint-Julien-de-Concelles. Gratuit. Contact : 06 11 80 39 42, csc-loiredivatte.asso.fr";"Saint-Julien-de-Concelles";"44";"44169";"44450";"47.25585, -1.386094";"2016-12-21";"2017-01-21";"2017-01-21";"non";"";"";"";"";"";"";"";"";"";"";""
"2017-01-05";"Atelier, activité de loisirs";"44/Carquefou";"Alac, association de loisirs et d'animation de Carquefou";"Association";"5393939";"Loisirs et sports";"Atelier, activité de loisirs";"Autre";"Danse africaine stage de 10 séances";"";"Ouvert à tous. Souplesse, amélioration du souffle, renforcement des articulations, anti-stress.";"Du jeudi 5 janvier au jeudi 30 mars 2017, 19h30 à 21h, Salle du Vallon, rue René-Coty, Carquefou. Payant. Contact et réservation : 02 40 52 64 68, alac@alac.asso.fr, www.alac.asso.fr";"Carquefou";"44";"44026";"44470";"47.29936, -1.496302";"2016-12-21";"2017-01-05";"2017-03-30";"oui";"";"";"";"";"";"";"";"";"";"";""
"2017-01-21";"Porte ouverte";"44/Nozay";"Croix-Rouge";"Association";"5427570";"Voir visiter";"Portes ouvertes, forums";"Portes ouvertes, forums";"Portes ouvertes à la Croix-Rouge";"";"Pour vous faire plaisir sans trop dépenser tout en aidant une association humanitaire, la Croix-Rouge vous propose des vêtements neufs ou occasions à des prix imbattables. Vous pouvez déposer vos anciens vêtements, chaussures, draps... dans nos containers. Nous les recyclons ou revendons.";"Samedi 21 janvier, 9h à 12h, Place du Pré-Saint-Pierre, Nozay.";"Nozay";"44";"44113";"44170";"47.56357, -1.626503";"2017-01-17";"2017-01-21";"2017-01-21";"non";"";"";"";"";"";"";"";"";"";"";""
