"Debut d'evenement";"Type d'evenement";"Lieu de l'evenement";"Nom Organisme";"Type d'organisme";"Identifiant";"Style";"Categorie";"Genre";"Titre";"Texte Debut";"Texte Milieu";"Texte Fin";"Commune";"Departement";"Code INSEE";"Code Postal";"Coordonnees GPS";"Jour Min";"Jour Max";"Tarif Mention Payant";"Tarif General";"Tarif Autre";"Age Minimum";"Mention Accessible Handicap";"Liens Billeteries";"Liens Videos"
"15/12/2016";"Spectacle";"44/Nantes";"le theâtre de Jeanne";"Équipement à but non lucratif (culture, sport et loisir)";"5127570";"Concerts, spectacles";"Autres scènes";"Humour";"Mes meilleurs ennuis";"Humour.";"Le lendemain d'une soiree bien arrosee, deux frères s'apprêtent à assister au mariage de leur sœur. Une matinee normale. Mais qui va tourner au cauchemar. 10 personnages au sein de problèmes qui se melangent dans un joyeux boulevard moderne. Les amis d'hier deviennent les ennuis d'aujourd'hui.";"Jeudi 15, vendredi 16 decembre, 20h30, Le theâtre de Jeanne, 5, rue des Salorges, Nantes. Tarif 20€, autre : 12 € etudiants et demandeurs d'emploi sauf les vendredis et samedis. Contact et reservation : 06 99 10 76 05, resa.theatredejeanne@gmail.com, www.theatre-jeanne.com";"Nantes";"44";"44109";"44000";"47.2046, -1.575567";"15/12/2016";"16/12/2016";"oui";"20";"12 € etudiants et demandeurs d'emploi sauf les vendredis et samedis";"";"Auditif|Visuel|Mental|Moteur";"";""
"17/12/2016";"Concert";"44/Nantes";"Dynamo cafe";"Équipement à but non lucratif (culture, sport et loisir)";"5364145";"Concerts, spectacles";"Concert, spectacle musical";"Rap";"Les sons du miroirs";"Rap.";"Les Fonds de Tiroirs special Rap Français #7. Collectif de Djs Les Sons du Miroir : Blacksad - Rance - Bigup.";"Samedi 17 decembre, 21h30 à 3h30, Dynamo cafe, 91, rue Marechal-Joffre, Nantes. Gratuit. Contact et reservation : 02 40 48 79 18, https://www.facebook.com/lessons.dumiroir";"Nantes";"44";"44109";"44000";"47.2204, -1.548486";"17/12/2016";"17/12/2016";"non";"";"";"";"";"";""
"17/12/2016";"Repas, soiree";"44/Nantes";"Avançons ansemble";"Association";"5382058";"Loisirs et sports";"Repas soiree";"Autre";"Diner de Noël dans le noir";"";"L'association Avancons ansemble organise ce dîner qui sera anime par une equipe dynamisque de personnes deficientes visuelles. Le prix comprend l'aperitif, une entree, un plat, un dessert et les boissons. Reservation obligatoire.";"Samedi 17 decembre, 19h45, Nantes. Tarif 33€. Inscription avant le 16 decembre. Contact : 09 72 38 98 15, avancons.ansemble@gmail.com";"Nantes";"44";"44109";"44000";"47.21684, -1.55674";"17/12/2016";"17/12/2016";"oui";"33";"";"";"Visuel";"";""
"17/12/2016";"Religion";"44/Nantes";"chapelle Saint-Joseph";"Autre organisme à but non lucratif";"5369847";"Reunions formations ceremonies";"Ceremonie, commemoration, religions";"Messe";"Messe";"";"4e dimanche de l'Avent, avec le père Bernard.";"Samedi 17 decembre, 18h, Chapelle Saint-Joseph, 2, rue des Olivettes, Nantes. Contact : 02 40 20 39 29, saintjosephchapelle@gmail.com, http://notredamedusacrecoeur.e-monsite.com/";"Nantes";"44";"44109";"44000";"47.21254, -1.550356";"17/12/2016";"17/12/2016";"non";"";"";"";"";"";""
"12/09/2016";"Animation jeunes";"44/Nantes";"Hora";"Association";"5236652";"Loisirs et sports";"Animation loisirs jeunes";"Animation";"Yoga enfants";"";"Accompagnement de l’enfant dans la decouverte des postures (heros mythologiques, animaux, elements). Dans une ambiance ludique et detendue l’enfant decouvrira son ressenti et apprivoisera les valeurs (qualites, forces, faiblesses) incarnees par les postures.";"Du lundi 12 septembre 2016 au lundi 12 juin 2017, 16h30 à 17h30, Salle Felix-Thomas Accoord, Nantes. Payant. Contact : 07 53 02 08 05, contact@yoga-rama.com, www.yoga-rama.com";"Nantes";"44";"44109";"44000";"47.22396, -1.540806";"12/09/2016";"12/06/2017";"oui";"";"";"";"";"";""
"26/11/2016";"Exposition, musee";"44/Nantes";"Atelier du Chapeau Rouge";"Association";"5357610";"Voir visiter";"Exposition, musee";"Exposition";"Un beau voyage par Marc Majewski, dedicaces et vernissage";"Exposition.";"Planches originales de Marc Majewski, dans le cadre de la sortie du livre Un beau voyage aux editions Le buveur d’encre. Dedicaces le samedi 26 à 16 h et vernissage à 19 h.";"Du samedi 26 novembre 2016 au samedi 14 janvier 2017, Atelier du Chapeau Rouge, 27, rue chateaubriand, Nantes. Gratuit. Contact : 06 28 23 81 22, atelier-chapeau-rouge@laposte.net, atelier-chapeau-rouge.fr";"Nantes";"44";"44109";"44000";"47.21684, -1.55674";"26/11/2016";"14/01/2017";"non";"";"";"";"";"";""
"08/09/2016";"Atelier, activite de loisirs";"44/Nantes";"le theâtre de Trois petits points...";"Association";"5169633";"Loisirs et sports";"Atelier, activite de loisirs";"Atelier theâtre";"Atelier theâtre";"";"Ateliers ludiques où l'accent est mis sur la creation collective et l'esprit de groupe. Travail sur le corps, les emotions, l'ecoute, le placement de la voix, la familiarisation avec l'espace scenique. Representations en public en fin d'annee. Proposes par le theâtre de Trois petits points...";"Du jeudi 8 septembre 2016 au jeudi 22 juin 2017, 19h à 21h et 21h à 23h, La Mutualite, rue de la Mutualite, Nantes. Tarif 350€, autre : 10 € adhesion à l'association. Contact et reservation : 02 40 46 13 17, 06 63 15 08 41, letheatrede@yahoo.fr, http://letheatrede.e-monsite.com/";"Nantes";"44";"44109";"44000";"47.20575, -1.589409";"08/09/2016";"22/06/2017";"oui";"350";"10 € adhesion à l'association";"";"Auditif|Visuel|Mental|Moteur";"";""
"15/12/2016";"Spectacle";"44/Nantes";"le TNT, Terrain neutre theâtre";"Équipement à but non lucratif (culture, sport et loisir)";"5191296";"Concerts, spectacles";"Autres scènes";"Cirque";"En attendant K";"";"Ce soir, comme tous les soirs , Sirena l'assistante de K. le grand magicien commence sa choregraphie annoncant le debut du spectacle. K. tarde à arriver...";"Du jeudi 15 au samedi 31 decembre, 19h, Le TNT, 11, allee de la Maison-Rouge, Nantes. Tarif 12€, reduit 9€. Contact et reservation : 02 40 12 12 28, contact@tntheatre.com, www.tntheatre.com";"Nantes";"44";"44109";"44000";"47.21254, -1.552126";"15/12/2016";"31/12/2016";"oui";"12";"";"";"";"";""
"17/12/2016";"Atelier, activite de loisirs";"44/Nantes";"ecole de danse Alexandra-Gerard";"Association";"5373247";"Loisirs et sports";"Atelier, activite de loisirs";"Cours";"Stage de danse classique et modern'jazz";"";"Remise à niveau ou decouvrir la danse. Ouvert aux enfants à partir de 9 ans, ados, adultes. Du niveau debutant au confirme. Ce stage a pour but de permettre d'approfondir ses acquis tout en developpant ses potentialites techniques et artistiques.";"Samedi 17 decembre, 13h30 à 15h et 15h à 16h30, L'atelier du Mouvement, 8, rue des Perrines, Nantes. Tarif 20€, autre : 35 € pour 2 cours. Contact et reservation : 02 40 52 25 36, www.nantesdanse.com";"Nantes";"44";"44109";"44000";"47.22799, -1.515077";"17/12/2016";"17/12/2016";"oui";"20";"35 € pour 2 cours";"9";"";"www.nantesdanse.com";"https://www.youtube.com/watch?v=p92wUaS35fk"
"13/12/2016";"Exposition, musee";"44/Nantes";"Grand patrimoine de Loire-Atlantique";"Équipement à but non lucratif (culture, sport et loisir)";"5176169";"Voir visiter";"Exposition, musee";"Exposition";"Voyage dans les collections - acte 2";"Exposition.";"Plus de 350 pièces sont exposees au musee Dobree pour une exposition florilège : sculptures antiques, statuettes asiatiques, objets rituels d'Amerique et d'Oceanie, gravures de Dürer. et l'ecrin en or du cœur d'Anne de Bretagne ! Un voyage à travers 5 000 siècles d'histoire sur 5 continents.";"Du mardi 13 au dimanche 18 decembre, 13h30 à 18h, Musee Dobree, 18, rue Voltaire, Nantes. Gratuit. Contact : 02 40 71 05 79, musee.dobree@loire-atlantique.fr, http://grand-patrimoine.loire-atlantique.fr/exposition-voyage";"Nantes";"44";"44109";"44000";"47.21204, -1.566282";"13/12/2016";"18/12/2016";"non";"";"";"";"";"";""
"26/11/2016";"Exposition, musee";"44/Nantes";"ecole de design Nantes Atlantique";"Etablissement scolaire, universitaire";"5346816";"Voir visiter";"Exposition, musee";"Exposition";"Design l'expo : le design, une demarche d'innovation";"Exposition.";"L'ecole de design Nantes Atlantique met en avant une selection de 19 projets de fin d'etudes à travers des projets innovants et des scenarios de vie qui sont autant d'evolutions possibles pour le quotidien et le futur. Le mercredi, samedi et dimanche.";"Du samedi 26 novembre 2016 au mercredi 25 janvier 2017, 14h à 18h, La Cale 2 createurs, parc des Chantiers, Nantes. Gratuit.";"Nantes";"44";"44109";"44000";"47.21684, -1.55674";"26/11/2016";"25/01/2017";"non";"";"";"";"Auditif";"";""
"04/10/2016";"Spectacle";"44/Nantes";"theâtre du Riscochet";"Autre organisme à but non lucratif";"5281414";"Concerts, spectacles";"Autres scènes";"Theâtre";"On ne partage pas le jackpot";"Theâtre.";"Valerie et Antoine, un couple endette, jusqu'au jour ou chacun d'eux va se rendre compte qu'ils ont gagne 50 millions d'euros... Mais après reflexion, hors de question de partager tout cet argent avec son amoureux. Une seule solution : eliminer l'autre !";"Jusqu'au vendredi 30 decembre, 21h30, Theâtre du Riscochet, 14, rue de l’Arche-Sèche, Nantes. Tarif 15€, reduit 12€. Reservation : http://theatreduriscochet.com. Contact : riscochetnantais@gmail.com";"Nantes";"44";"44109";"44000";"47.21684, -1.55674";"04/10/2016";"30/12/2016";"oui";"15";"";"";"";"";""
"16/09/2016";"Exposition, musee";"44/Nantes";"Archives departementales de Loire-Atlantique";"Administration, service public, parapublic";"5173024";"Voir visiter";"Exposition, musee";"Exposition";"Regard(s)";"Exposition.";"Pour fêter ses 30 ans d'existence, la Cinemathèque de Bretagne presente une exposition de 30 photographies extraites des films de ses collections. Des images choisies parmi tant d'autres qui defilent à toute vitesse au cinema. Un regard, un sourire ou une emotion qui n'existent que dans les films.";"Du vendredi 16 septembre au vendredi 16 decembre, Archives departementales, 6, rue de Bouille, Nantes. Gratuit. Contact : 02 51 72 93 20, archives.culturel@loire-atlantique.fr, http://archives.loire-atlantique.fr";"Nantes";"44";"44109";"44000";"47.22504, -1.558136";"16/09/2016";"16/12/2016";"non";"";"";"";"";"";""
"30/11/2016";"Formation, vie scolaire, concours";"44/Nantes";"ecole Sainte-Anne";"Etablissement scolaire, universitaire";"5368387";"Reunions formations ceremonies";"Formation, vie scolaire, examens, concours";"Vie scolaire (inscriptions...)";"École Sainte-Anne";"";"Inscriptions pour la rentree des classes 2017, sur rendez-vous à l'accueil de l'ecole ou par telephone ou par mail.";"Jusqu'au vendredi 31 mars 2017, École Sainte-Anne, 25, route de Nantes, Nantes. Reservation : 02 40 64 20 89, ec.vue.ste-anne@ec44.fr";"Nantes";"44";"44109";"44000";"47.21684, -1.55674";"30/11/2016";"31/03/2017";"non";"";"";"";"";"";""
"17/12/2016";"Cinema";"44/Nantes";"association France Russie CEI (communaute des États independants)";"Association";"5375169";"Voir visiter";"Cinema";"Cinema";"Projection du film russe « L’ironie du sort »";"Cinema.";"Organise par le cine-club de l’association France Russie CEI Nantes. Comedie de 1975, realisateur Eldar Riazanov. (Partie II). Avec sous-titres français. Suivi d’un debat autour d’une tasse de the russe.";"Samedi 17 decembre, 15h, Pôle associatif Dupleix-Barbinais, salle A, 14, rue de la Barbinais, Nantes. Gratuit. Contact : 02 40 12 12 16, 06 40 18 47 01, france.russie.cei@club-internet.fr, http://francerussiecei-nantes.fr/";"Nantes";"44";"44109";"44000";"47.20369, -1.577497";"17/12/2016";"17/12/2016";"non";"";"";"";"";"";""
"26/09/2016";"Atelier, activite de loisirs";"44/Nantes";"la compagnie du Cafe-Theâtre";"Équipement à but non lucratif (culture, sport et loisir)";"5187770";"Loisirs et sports";"Atelier, activite de loisirs";"Atelier theâtre";"Atelier theâtre";"";"Cours de theâtre à Nantes pour adultes, l'ecole du rire de La Compagnie du Cafe-Theâtre est parrainee par Anne Roumanoff. Elle propose des cours de theâtre adaptes à chacun (envie, niveaux) de deux heures par semaine (hors vacances scolaire), du lundi au jeudi de 18h30 à 20h30 ou de 21h à 23h.";"Du lundi 26 septembre 2016 au vendredi 30 juin 2017, 18h30 à 20h30 et 21h à 23h, La compagnie du Cafe-Theâtre, 6, rue des Carmelites, Nantes. Tarif 470€, reduit 420€. Contact et reservation : 06 60 90 38 61, http://www.nantes-spectacles.com/cours-de-theatre-nantes.html";"Nantes";"44";"44109";"44000";"47.21656, -1.551213";"26/09/2016";"30/06/2017";"oui";"470";"";"";"";"";""
"15/12/2016";"Spectacle";"44/Nantes";"la compagnie du Cafe-Theâtre";"Équipement à but non lucratif (culture, sport et loisir)";"5320668";"Concerts, spectacles";"Autres scènes";"Humour";"Edgar-Yves « J’vais l’faire »";"Humour.";"Tour à tour, chanteur ou danseur, ED redonne ses lettres de noblesse à l’art du beau discours et partage avec son public ses convictions, en s’appuyant sur un charisme et une elegance qui font mouche.";"Du jeudi 15 au samedi 17 decembre, 19h, La compagnie du Cafe-Theâtre, 6, rue des Carmelites, Nantes. Tarif 15€. Contact et reservation : 02 40 89 65 01, infos@lacompagnieducafetheatre.fr, http://www.nantes-spectacles.com/cie629-edgar-yves.html";"Nantes";"44";"44109";"44000";"47.21656, -1.551213";"15/12/2016";"17/12/2016";"oui";"15";"";"";"";"";""
"10/12/2016";"Spectacle";"44/Nantes";"la compagnie du Cafe-Theâtre";"Équipement à but non lucratif (culture, sport et loisir)";"5327722";"Concerts, spectacles";"Autres scènes";"Humour";"« Gourmandine »";"Humour.";"Quel metier magnifique : createur de bonbons ! Gourmandine l’assistante du professeur Harry Bus prepare la commande pour la grande fête des enfants. Pièce interpretee par la Compagnie du Cafe-theâtre.";"Samedi 10, samedi 17 decembre, 16h30, La compagnie du Cafe-Theâtre, 6, rue des Carmelites, Nantes. Tarif 8€. Contact et reservation : 02 40 89 65 01, infos@lacompagnieducafetheatre.fr";"Nantes";"44";"44109";"44000";"47.21656, -1.551213";"10/12/2016";"17/12/2016";"oui";"8";"";"";"";"";""
"18/12/2016";"Spectacle";"44/Nantes";"club seniors Carquefou";"Association";"5386090";"Concerts, spectacles";"Autres scènes";"Theâtre";"Stephane Plaza avec le club seniors Carquefou";"Theâtre. Dimanche 18 decembre, 15h30, Cite des Congrès, Nantes. Tarif 46€. Contact et reservation : 06 61 86 70 23.";"";"";"Nantes";"44";"44109";"44000";"47.21684, -1.55674";"18/12/2016";"18/12/2016";"oui";"46";"";"";"";"";""
"24/11/2016";"Jeux, concours";"44/Nantes";"Societe academique de Nantes et de Loire-Atlantique";"Association";"5359835";"Loisirs et sports";"Jeux, concours, rallye";"Concours";"Concours de poesie";"";"La Societe academique de Nantes et de Loire-Atlantique lance un appel à tous les poètes des Pays de la Loire et de Bretagne pour son concours annuel de poesie. Pour obtenir le règlement du concours ecrire à la Societe Academique, la Psallette, 5 impasse Saint-Laurent, 44000 Nantes.";"Jusqu'au mardi 31 janvier 2017, Nantes. Contact : societeacademiquenantes@outlook.com";"Nantes";"44";"44109";"44000";"47.21684, -1.55674";"24/11/2016";"31/01/2017";"non";"";"";"";"";"";""
"11/12/2016";"Exposition, musee";"44/Nantes";"espace Cosmopolis";"Équipement à but non lucratif (culture, sport et loisir)";"5344794";"Voir visiter";"Exposition, musee";"Exposition";"Visites guidee ""Chroniques d'Afrique Centrale""";"Exposition.";"Jacques Py, critique d'art et commissaire de l'exposition de peintures ""Chroniques d'Afrique Centrale. Heritage et filiations"" propose une visite guidee à travers les oeuvres de grands artistes peintres du Congo et de Centrafrique.";"Dimanche 11 decembre, 16h, jeudi 15 decembre, 18h, dimanche 18 decembre, 16h, Cosmopolis, 18, rue Scribe, Nantes. Gratuit. Contact : 02 52 10 82 00, cosmopolis-nantes@nantesmetropole.fr, www.nantes.fr/cosmopolis";"Nantes";"44";"44109";"44000";"47.21419, -1.562649";"11/12/2016";"18/12/2016";"non";"";"";"";"Moteur";"";""
"15/12/2016";"Exposition, musee";"44/Nantes";"passage Sainte-Croix";"Équipement à but non lucratif (culture, sport et loisir)";"5302437";"Voir visiter";"Exposition, musee";"Exposition";"Sur la terre comme au ciel: peintures d'Alain Thomas";"Exposition.";"Le Passage Sainte-Croix accueille à l' occasion de Noël une selection d'œuvres de l'artiste inspirees par des recits bibliques (peintures originales et editions Fine Art) parmi lesquelles deux editions differentes de l'Arche de Noe. Cette exposition accompagne le spectacle son et lumière.";"Du jeudi 15 decembre 2016 au samedi 28 janvier 2017, Passage Sainte-Croix, 9, rue de la Bâclerie, quartier Bouffay, Nantes. Gratuit. Contact : 02 51 83 23 75, accueil.passage@gmail.com, http://www.passagesaintecroix.fr";"Nantes";"44";"44109";"44000";"47.21514, -1.55368";"15/12/2016";"28/01/2017";"non";"";"";"";"Moteur";"";""
"18/12/2016";"Acheter, chiner";"44/Nantes";"Dim expo";"Autre organisme à but non lucratif";"5381668";"Acheter, chiner";"Brocante, vide-greniers";"Brocante, vide-greniers";"Brocante, antiquites, art contemporain, vide-dressing";"250 exposants. Dimanche 18 decembre, 9h et 18h, Min, 58, boulevard Gustave-Roch, Nantes. Gratuit. Contact : 02 51 80 73 34, 06 67 33 20 50, contact@dimexpo.fr, www.dimexpo.fr";"";"";"Nantes";"44";"44109";"44000";"47.2168, -1.556727";"18/12/2016";"18/12/2016";"non";"";"";"";"Auditif|Visuel|Mental|Moteur";"";""
"12/11/2016";"Exposition, musee";"44/Nantes";"bibliothèque municipale";"Association";"5298167";"Voir visiter";"Exposition, musee";"Exposition";"De Drôles d'Oiseaux pour Audubon";"Exposition.";"Dans le cadre de Passages de livres proposes par la Ville de Nantes Accompagnes par l'illustrateur naturaliste Benoît Perrotin, des habitants des quartiers Centre, Île de Nantes et Sud Loire ont travaille à la representation d'oiseaux à la manière de Jean-Jacques Audubon.";"Du samedi 12 novembre au samedi 31 decembre, Mediathèque Jacques-Demy, 24 quai de la Fosse, Nantes. Gratuit. Contact : 02 40 41 95 95, bm-centre@mairie-nantes.fr, http://bm.nantes.fr";"Nantes";"44";"44109";"44000";"47.21121, -1.562273";"12/11/2016";"31/12/2016";"non";"";"";"";"";"";""
"18/12/2016";"Spectacle";"44/Nantes";"K production";"Équipement à but non lucratif (culture, sport et loisir)";"5016760";"Concerts, spectacles";"Autres scènes";"Humour";"Le Fusible (avec Stephane Plaza)";"Humour.";"Avec Stephane Plaza et Arnaud Gidoin.";"Dimanche 18 decembre, 15h30, Cite des congrès, 5, quai Valmy, Nantes. Tarif De 46 € à 53 €. Contact et reservation : 02 40 25 09 55, www.kproduction.fr";"Nantes";"44";"44109";"44000";"47.21314, -1.542703";"18/12/2016";"18/12/2016";"oui";"";"De 46 € à 53 €";"";"";"";""
"15/12/2016";"Concert";"44/Nantes";"Dekalage";"Association";"5376463";"Concerts, spectacles";"Concert, spectacle musical";"Autre";"Sand sisters";"";"C’est le « swing vocal » absolument survitamine des Andrews sisters, que les Sand sisters recreent en remettant encore du festif dans ce tempo vocal des annees 40. Glamour, retro et burlesque.";"Du jeudi 15 au samedi 17 decembre, 19h, Le nouveau theâtre de Poche-Graslin, 5, rue Lekain, Nantes. Tarif 19€, reduit 13€, autre : 10 € moins 10 ans. Reservation : 02 40 47 34 44, reservation@theatredepochegraslin.fr, www.theatredepochegraslin.fr";"Nantes";"44";"44109";"44000";"47.21445, -1.562887";"15/12/2016";"17/12/2016";"oui";"19";"10 € moins 10 ans";"";"";"";""
"10/12/2016";"Exposition, musee";"44/Nantes";"galerie RDV";"Association";"5348611";"Voir visiter";"Exposition, musee";"Exposition";"Exposition de lithographies";"Exposition.";"La galerie RDV renouvelle son invitation auprès des artistes avec qui elle a recemment collabore pour la production d'une lithographie en partenariat avec le Musee de l'imprimerie de Nantes. Chaque lithographie est une œuvre unique, tiree à 25 exemplaires numerotes et signes.";"Du samedi 10 au samedi 24 decembre, 14h à 19h, Galerie RDV, 16, allee du Commandant-Charcot, Nantes. Gratuit. Contact et reservation : 02 40 69 62 35, contact@galerierdv.com, http://galerierdv.com/";"Nantes";"44";"44109";"44000";"47.21712, -1.545483";"10/12/2016";"24/12/2016";"non";"";"";"";"Auditif|Mental|Moteur";"";""
"18/12/2016";"Repas, soiree";"44/Nantes";"Anbu India";"Association";"5362673";"Loisirs et sports";"Repas soiree";"Autre";"Dejeuner indien";"";"Organise par l’association Anbu India avec des produits bio.";"Dimanche 18 decembre, 13h, Salle du Breil-Malville, 38, rue du Breil, Nantes. Tarif 15€. Inscription avant le 16 decembre. Contact : 07 81 89 72 72, anbuindia44@gmaim.com";"Nantes";"44";"44109";"44000";"47.22851, -1.583694";"18/12/2016";"18/12/2016";"oui";"15";"";"";"Auditif|Visuel|Mental|Moteur";"";""
"16/12/2016";"Dedicace";"44/Nantes";"compagnie Paq'la lune";"Association";"5385551";"Voir visiter";"Dedicace, animation autour d'un livre";"Livre, lecture publique...";"Detours de lectures";"";"Partage d'un moment convivial autour de la lecture avec Paq'la lune.";"Vendredi 16 decembre, 16h à 18h, 10, rue Samuel-de-Champlain, Nantes. Contact : 09 51 33 63 79, nantes@paqlalune.fr, www.paqlalune.fr";"Nantes";"44";"44109";"44000";"47.26132, -1.573433";"16/12/2016";"16/12/2016";"non";"";"";"";"";"";""
"07/10/2016";"Formation, vie scolaire, concours";"44/Nantes";"Casal Català de Nantes Tirant Lo Blanc";"Association";"5252686";"Reunions formations ceremonies";"Formation, vie scolaire, examens, concours";"Formation";"Cours de catalan pour debutant et avance";"Organisateur : Casal Català de Nantes Tirant Lo Blanc.";"Apprendre le catalan (niveau debutant et avance), le vendredi de 17 h 30 à 19 h ou de 19 h à 20 h 30, d’octobre à juin (hors vacances scolaires). La duree est de 1 h 30, pendant 27 semaines (40,5 heures au total).";"Du vendredi 7 octobre 2016 au vendredi 23 juin 2017, 17h30 à 19h et 19h à 20h30, Île de Beaulieu, Nantes. Payant. Inscription avant le 30 septembre. Contact : 06 65 69 80 80, info@casalcatalanantes.org, www.casalcatalanantes.org";"Nantes";"44";"44109";"44000";"47.21684, -1.55674";"07/10/2016";"23/06/2017";"oui";"";"";"";"";"";""
"04/12/2016";"Spectacle";"44/Nantes";"la compagnie du Cafe-Theâtre";"Équipement à but non lucratif (culture, sport et loisir)";"5297794";"Concerts, spectacles";"Autres scènes";"Humour";"L'effet yoyo !";"Humour.";"Elle, c'est Charlotte, elle dirige une agence de pub ! Lui c'est François, chef de cabinet au ministère de la sante. Et puis il y a Yolande, leur « partenaire minceur », qui va reveler leurs personnalites.";"Dimanche 4, dimanche 18 decembre, 17h, La compagnie du Cafe-Theâtre, 6, rue des Carmelites, Nantes. Tarif 13€, reduit 20€. Contact et reservation : 02 40 89 65 01, infos@lacompagnieducafetheatre.fr, http://www.nantes-spectacles.com/cie761-leffet-yoyo.html";"Nantes";"44";"44109";"44000";"47.21656, -1.551213";"04/12/2016";"18/12/2016";"oui";"13";"";"";"";"";""
"13/12/2016";"Spectacle";"44/Nantes";"la compagnie du Cafe-Theâtre";"Équipement à but non lucratif (culture, sport et loisir)";"5297806";"Concerts, spectacles";"Autres scènes";"Humour";"L'effet yoyo !";"Humour.";"Elle, c'est Charlotte, elle dirige une agence de pub ! Lui c'est François, chef de cabinet au ministère de la sante. Et puis il y a Yolande, leur « partenaire minceur », qui va reveler leurs personnalites.";"Du mardi 13 au samedi 17 decembre, 20h30, La compagnie du Cafe-Theâtre, 6, rue des Carmelites, Nantes. Tarif 20€, reduit 13€. Contact et reservation : 02 40 89 65 01, infos@lacompagnieducafetheatre.fr, http://www.nantes-spectacles.com/cie761-leffet-yoyo.html";"Nantes";"44";"44109";"44000";"47.21656, -1.551213";"13/12/2016";"17/12/2016";"oui";"20";"";"";"";"";""
"24/11/2016";"Exposition, musee";"44/Nantes";"L'île d'en face";"Association";"5331558";"Voir visiter";"Exposition, musee";"Exposition";"Art contemporain";"Exposition.";""" Echos sauvages "" reunit 4 artistes contemporains dont le travail explore les rapports dichotomiques entre les notions de sauvage et de domestique. Quels liens entretenons nous avec le sauvage ? Comment apprehender le sauvage depuis le domestique et inversement ?  Vernissage ce jeudi à 18 h 30.";"Du jeudi 24 novembre au vendredi 23 decembre, 14h à 19h, Atelier Alain le Bras, 10, rue Malherbe, Nantes. Gratuit. Contact : 06 15 02 12 51, com.liledenface@gmail.com, www.liledenface.org";"Nantes";"44";"44109";"44000";"47.21821, -1.546969";"24/11/2016";"23/12/2016";"non";"";"";"";"Auditif|Visuel|Mental";"";""
"03/05/2016";"Action caritative";"44/Nantes";"Astree";"Association";"5079397";"Vie quotidienne";"Quête, vente caritative, appel aux dons";"Operation solidarite";"Astree";"Operation solidarite.";"Astree, association reconnue d'utilite publique, recherche des benevoles pour pratiquer des accompagnements individualises bases sur l'ecoute active auprès de personnes fragilisees (1 h 30 par semaine et 2 h de reunion par mois). Formation et encadrements assures.";"Jusqu'au vendredi 2 juin 2017, 9h à 12h30 et 13h30 à 17h, Association Astree, 7, rue de la Marne, Nantes. Contact et reservation : 02 28 08 05 82, 06 21 49 60 64, nantes@astree.asso.fr, www.astree.asso.fr";"Nantes";"44";"44109";"44000";"47.21589, -1.553669";"03/05/2016";"02/06/2017";"non";"";"";"";"";"";""
"20/09/2016";"Atelier, activite de loisirs";"44/Nantes";"association du quartier Saint-Felix";"Association";"5260619";"Loisirs et sports";"Atelier, activite de loisirs";"Activite manuelle";"Association du quartier Saint-Felix";"Diverses activites de loisir.";"Il reste des places disponibles dans les ateliers suivants : jeux de societe (jeudi matin et vendredi après-midi), cartonnage (jeudi matin), encadrement (mardi après-midi), broderie (mercredi après-midi). Par ailleurs l'atelier peinture recherche un encadrant benevole.";"Du mardi 20 septembre 2016 au jeudi 15 juin 2017, Association quartier Saint-Felix, 39, rue Felix-Thomas, Nantes. Payant. Contact : asso.stfelix@orange.fr";"Nantes";"44";"44109";"44000";"47.23115, -1.553184";"20/09/2016";"15/06/2017";"oui";"";"";"";"";"";""
"17/12/2016";"Concert";"44/Nantes";"Recordara";"Association";"5382988";"Concerts, spectacles";"Concert, spectacle musical";"Classique";"Concert Renaissance de l'ensemble Parvana";"Classique.";"L'ensemble Parvana vous invite à un voyage musical à travers les cours espagnoles du Siècle d'Or, sous la direction de Gregoire Franco. Decouvrez l'univers si particulier qui a tant inspire la musique europeenne et que l'on peut encore entendre dans certaines regions espagnoles et latino-americaine.";"Samedi 17 decembre, 20h30, Eglise Sainte Croix, Place Sainte Croix, Nantes. Tarif Participation libre. Contact : recordara@free.fr";"Nantes";"44";"44109";"44000";"47.21544, -1.554488";"17/12/2016";"17/12/2016";"oui";"";"Participation libre";"";"";"";""
"17/12/2016";"Atelier, activite de loisirs";"44/Nantes";"la Belle assemblee";"Association";"5339563";"Loisirs et sports";"Atelier, activite de loisirs";"Autre";"Atelier de danses celtiques";"";"Atelier de danses traditionnelles d'Écosse, Pays de Galles, Irlande. Ouvert à tous.";"Samedi 17 decembre, 15h, Gymnase de la Barboire, 45, rue de la Bourgeonnière, Nantes. Payant. Contact et reservation : 02 72 02 42 03, la-belle-assemblee@hotmail.com, http://badanse.wix.com/la-belle-assemblee";"Nantes";"44";"44109";"44000";"47.25215, -1.556268";"17/12/2016";"17/12/2016";"oui";"";"";"16";"";"";""
